source,target,strength,connection_type,color_flow,time
light_d25_h12,light_d25_h13,0.8,temporal,neutral,613
humidity_d25_h12,humidity_d25_h13,0.8,temporal,neutral,613
nutrients_d25_h12,nutrients_d25_h13,0.8,temporal,neutral,613
air_quality_d25_h12,air_quality_d25_h13,0.8,temporal,neutral,613
light_d25_h13,light_d25_h14,0.8,temporal,neutral,614
humidity_d25_h13,humidity_d25_h14,0.8,temporal,neutral,614
nutrients_d25_h13,nutrients_d25_h14,0.8,temporal,positive,614
air_quality_d25_h13,air_quality_d25_h14,0.8,temporal,positive,614
light_d25_h14,light_d25_h15,0.8,temporal,neutral,615
humidity_d25_h14,humidity_d25_h15,0.8,temporal,neutral,615
nutrients_d25_h14,nutrients_d25_h15,0.8,temporal,positive,615
air_quality_d25_h14,air_quality_d25_h15,0.8,temporal,neutral,615
light_d25_h15,light_d25_h16,0.8,temporal,neutral,616
humidity_d25_h15,humidity_d25_h16,0.8,temporal,positive,616
nutrients_d25_h15,nutrients_d25_h16,0.8,temporal,positive,616
air_quality_d25_h15,air_quality_d25_h16,0.8,temporal,neutral,616
light_d25_h16,light_d25_h17,0.8,temporal,neutral,617
humidity_d25_h16,humidity_d25_h17,0.8,temporal,positive,617
nutrients_d25_h16,nutrients_d25_h17,0.8,temporal,neutral,617
air_quality_d25_h16,air_quality_d25_h17,0.8,temporal,positive,617
light_d25_h17,light_d25_h18,0.8,temporal,neutral,618
humidity_d25_h17,humidity_d25_h18,0.8,temporal,positive,618
nutrients_d25_h17,nutrients_d25_h18,0.8,temporal,positive,618
air_quality_d25_h17,air_quality_d25_h18,0.8,temporal,positive,618
light_d25_h18,light_d25_h19,0.8,temporal,negative,619
humidity_d25_h18,humidity_d25_h19,0.8,temporal,positive,619
nutrients_d25_h18,nutrients_d25_h19,0.8,temporal,positive,619
air_quality_d25_h18,air_quality_d25_h19,0.8,temporal,positive,619
light_d25_h19,light_d25_h20,0.8,temporal,negative,620
humidity_d25_h19,humidity_d25_h20,0.8,temporal,neutral,620
nutrients_d25_h19,nutrients_d25_h20,0.8,temporal,positive,620
air_quality_d25_h19,air_quality_d25_h20,0.8,temporal,neutral,620
light_d25_h20,light_d25_h21,0.8,temporal,negative,621
humidity_d25_h20,humidity_d25_h21,0.8,temporal,neutral,621
nutrients_d25_h20,nutrients_d25_h21,0.8,temporal,positive,621
air_quality_d25_h20,air_quality_d25_h21,0.8,temporal,positive,621
light_d25_h21,light_d25_h22,0.8,temporal,negative,622
humidity_d25_h21,humidity_d25_h22,0.8,temporal,neutral,622
nutrients_d25_h21,nutrients_d25_h22,0.8,temporal,neutral,622
air_quality_d25_h21,air_quality_d25_h22,0.8,temporal,neutral,622
light_d25_h22,light_d25_h23,0.8,temporal,negative,623
humidity_d25_h22,humidity_d25_h23,0.8,temporal,neutral,623
nutrients_d25_h22,nutrients_d25_h23,0.8,temporal,neutral,623
air_quality_d25_h22,air_quality_d25_h23,0.8,temporal,positive,623
light_d25_h23,light_d26_h0,0.8,temporal,negative,624
humidity_d25_h23,humidity_d26_h0,0.8,temporal,neutral,624
nutrients_d25_h23,nutrients_d26_h0,0.8,temporal,neutral,624
air_quality_d25_h23,air_quality_d26_h0,0.8,temporal,negative,624
light_d26_h0,light_d26_h1,0.8,temporal,negative,625
humidity_d26_h0,humidity_d26_h1,0.8,temporal,neutral,625
nutrients_d26_h0,nutrients_d26_h1,0.8,temporal,positive,625
air_quality_d26_h0,air_quality_d26_h1,0.8,temporal,neutral,625
light_d26_h1,light_d26_h2,0.8,temporal,negative,626
humidity_d26_h1,humidity_d26_h2,0.8,temporal,neutral,626
nutrients_d26_h1,nutrients_d26_h2,0.8,temporal,positive,626
air_quality_d26_h1,air_quality_d26_h2,0.8,temporal,neutral,626
light_d26_h2,light_d26_h3,0.8,temporal,negative,627
humidity_d26_h2,humidity_d26_h3,0.8,temporal,neutral,627
nutrients_d26_h2,nutrients_d26_h3,0.8,temporal,neutral,627
air_quality_d26_h2,air_quality_d26_h3,0.8,temporal,positive,627
light_d26_h3,light_d26_h4,0.8,temporal,negative,628
humidity_d26_h3,humidity_d26_h4,0.8,temporal,neutral,628
nutrients_d26_h3,nutrients_d26_h4,0.8,temporal,positive,628
air_quality_d26_h3,air_quality_d26_h4,0.8,temporal,positive,628
light_d26_h4,light_d26_h5,0.8,temporal,negative,629
humidity_d26_h4,humidity_d26_h5,0.8,temporal,neutral,629
nutrients_d26_h4,nutrients_d26_h5,0.8,temporal,positive,629
air_quality_d26_h4,air_quality_d26_h5,0.8,temporal,negative,629
light_d26_h5,light_d26_h6,0.8,temporal,neutral,630
humidity_d26_h5,humidity_d26_h6,0.8,temporal,positive,630
nutrients_d26_h5,nutrients_d26_h6,0.8,temporal,positive,630
air_quality_d26_h5,air_quality_d26_h6,0.8,temporal,positive,630
light_d26_h6,light_d26_h7,0.8,temporal,neutral,631
humidity_d26_h6,humidity_d26_h7,0.8,temporal,positive,631
nutrients_d26_h6,nutrients_d26_h7,0.8,temporal,positive,631
air_quality_d26_h6,air_quality_d26_h7,0.8,temporal,positive,631
light_d26_h7,light_d26_h8,0.8,temporal,neutral,632
humidity_d26_h7,humidity_d26_h8,0.8,temporal,positive,632
nutrients_d26_h7,nutrients_d26_h8,0.8,temporal,positive,632
air_quality_d26_h7,air_quality_d26_h8,0.8,temporal,positive,632
light_d26_h8,light_d26_h9,0.8,temporal,neutral,633
humidity_d26_h8,humidity_d26_h9,0.8,temporal,neutral,633
nutrients_d26_h8,nutrients_d26_h9,0.8,temporal,neutral,633
air_quality_d26_h8,air_quality_d26_h9,0.8,temporal,neutral,633
light_d26_h9,light_d26_h10,0.8,temporal,neutral,634
humidity_d26_h9,humidity_d26_h10,0.8,temporal,neutral,634
nutrients_d26_h9,nutrients_d26_h10,0.8,temporal,positive,634
air_quality_d26_h9,air_quality_d26_h10,0.8,temporal,positive,634
light_d26_h10,light_d26_h11,0.8,temporal,neutral,635
humidity_d26_h10,humidity_d26_h11,0.8,temporal,neutral,635
nutrients_d26_h10,nutrients_d26_h11,0.8,temporal,neutral,635
air_quality_d26_h10,air_quality_d26_h11,0.8,temporal,positive,635
light_d26_h11,light_d26_h12,0.8,temporal,neutral,636
humidity_d26_h11,humidity_d26_h12,0.8,temporal,neutral,636
nutrients_d26_h11,nutrients_d26_h12,0.8,temporal,positive,636
air_quality_d26_h11,air_quality_d26_h12,0.8,temporal,neutral,636
light_d26_h12,light_d26_h13,0.8,temporal,neutral,637
humidity_d26_h12,humidity_d26_h13,0.8,temporal,neutral,637
nutrients_d26_h12,nutrients_d26_h13,0.8,temporal,positive,637
air_quality_d26_h12,air_quality_d26_h13,0.8,temporal,negative,637
light_d26_h13,light_d26_h14,0.8,temporal,neutral,638
humidity_d26_h13,humidity_d26_h14,0.8,temporal,neutral,638
nutrients_d26_h13,nutrients_d26_h14,0.8,temporal,positive,638
air_quality_d26_h13,air_quality_d26_h14,0.8,temporal,negative,638
light_d26_h14,light_d26_h15,0.8,temporal,neutral,639
humidity_d26_h14,humidity_d26_h15,0.8,temporal,neutral,639
nutrients_d26_h14,nutrients_d26_h15,0.8,temporal,neutral,639
air_quality_d26_h14,air_quality_d26_h15,0.8,temporal,positive,639
light_d26_h15,light_d26_h16,0.8,temporal,neutral,640
humidity_d26_h15,humidity_d26_h16,0.8,temporal,positive,640
nutrients_d26_h15,nutrients_d26_h16,0.8,temporal,positive,640
air_quality_d26_h15,air_quality_d26_h16,0.8,temporal,positive,640
light_d26_h16,light_d26_h17,0.8,temporal,neutral,641
humidity_d26_h16,humidity_d26_h17,0.8,temporal,positive,641
nutrients_d26_h16,nutrients_d26_h17,0.8,temporal,neutral,641
air_quality_d26_h16,air_quality_d26_h17,0.8,temporal,positive,641
light_d26_h17,light_d26_h18,0.8,temporal,neutral,642
humidity_d26_h17,humidity_d26_h18,0.8,temporal,positive,642
nutrients_d26_h17,nutrients_d26_h18,0.8,temporal,neutral,642
air_quality_d26_h17,air_quality_d26_h18,0.8,temporal,neutral,642
light_d26_h18,light_d26_h19,0.8,temporal,negative,643
humidity_d26_h18,humidity_d26_h19,0.8,temporal,positive,643
nutrients_d26_h18,nutrients_d26_h19,0.8,temporal,positive,643
air_quality_d26_h18,air_quality_d26_h19,0.8,temporal,positive,643
light_d26_h19,light_d26_h20,0.8,temporal,negative,644
humidity_d26_h19,humidity_d26_h20,0.8,temporal,neutral,644
nutrients_d26_h19,nutrients_d26_h20,0.8,temporal,positive,644
air_quality_d26_h19,air_quality_d26_h20,0.8,temporal,neutral,644
light_d26_h20,light_d26_h21,0.8,temporal,negative,645
humidity_d26_h20,humidity_d26_h21,0.8,temporal,neutral,645
nutrients_d26_h20,nutrients_d26_h21,0.8,temporal,positive,645
air_quality_d26_h20,air_quality_d26_h21,0.8,temporal,neutral,645
light_d26_h21,light_d26_h22,0.8,temporal,negative,646
humidity_d26_h21,humidity_d26_h22,0.8,temporal,neutral,646
nutrients_d26_h21,nutrients_d26_h22,0.8,temporal,positive,646
air_quality_d26_h21,air_quality_d26_h22,0.8,temporal,positive,646
light_d26_h22,light_d26_h23,0.8,temporal,negative,647
humidity_d26_h22,humidity_d26_h23,0.8,temporal,neutral,647
nutrients_d26_h22,nutrients_d26_h23,0.8,temporal,positive,647
air_quality_d26_h22,air_quality_d26_h23,0.8,temporal,negative,647
light_d26_h23,light_d27_h0,0.8,temporal,negative,648
humidity_d26_h23,humidity_d27_h0,0.8,temporal,neutral,648
nutrients_d26_h23,nutrients_d27_h0,0.8,temporal,neutral,648
air_quality_d26_h23,air_quality_d27_h0,0.8,temporal,positive,648
light_d27_h0,light_d27_h1,0.8,temporal,negative,649
humidity_d27_h0,humidity_d27_h1,0.8,temporal,neutral,649
nutrients_d27_h0,nutrients_d27_h1,0.8,temporal,neutral,649
air_quality_d27_h0,air_quality_d27_h1,0.8,temporal,neutral,649
light_d27_h1,light_d27_h2,0.8,temporal,negative,650
humidity_d27_h1,humidity_d27_h2,0.8,temporal,neutral,650
nutrients_d27_h1,nutrients_d27_h2,0.8,temporal,positive,650
air_quality_d27_h1,air_quality_d27_h2,0.8,temporal,negative,650
light_d27_h2,light_d27_h3,0.8,temporal,negative,651
humidity_d27_h2,humidity_d27_h3,0.8,temporal,neutral,651
nutrients_d27_h2,nutrients_d27_h3,0.8,temporal,positive,651
air_quality_d27_h2,air_quality_d27_h3,0.8,temporal,neutral,651
light_d27_h3,light_d27_h4,0.8,temporal,negative,652
humidity_d27_h3,humidity_d27_h4,0.8,temporal,neutral,652
nutrients_d27_h3,nutrients_d27_h4,0.8,temporal,positive,652
air_quality_d27_h3,air_quality_d27_h4,0.8,temporal,neutral,652
light_d27_h4,light_d27_h5,0.8,temporal,negative,653
humidity_d27_h4,humidity_d27_h5,0.8,temporal,neutral,653
nutrients_d27_h4,nutrients_d27_h5,0.8,temporal,positive,653
air_quality_d27_h4,air_quality_d27_h5,0.8,temporal,neutral,653
light_d27_h5,light_d27_h6,0.8,temporal,neutral,654
humidity_d27_h5,humidity_d27_h6,0.8,temporal,positive,654
nutrients_d27_h5,nutrients_d27_h6,0.8,temporal,positive,654
air_quality_d27_h5,air_quality_d27_h6,0.8,temporal,positive,654
light_d27_h6,light_d27_h7,0.8,temporal,neutral,655
humidity_d27_h6,humidity_d27_h7,0.8,temporal,neutral,655
nutrients_d27_h6,nutrients_d27_h7,0.8,temporal,positive,655
air_quality_d27_h6,air_quality_d27_h7,0.8,temporal,positive,655
light_d27_h7,light_d27_h8,0.8,temporal,neutral,656
humidity_d27_h7,humidity_d27_h8,0.8,temporal,neutral,656
nutrients_d27_h7,nutrients_d27_h8,0.8,temporal,positive,656
air_quality_d27_h7,air_quality_d27_h8,0.8,temporal,positive,656
light_d27_h8,light_d27_h9,0.8,temporal,neutral,657
humidity_d27_h8,humidity_d27_h9,0.8,temporal,neutral,657
nutrients_d27_h8,nutrients_d27_h9,0.8,temporal,neutral,657
air_quality_d27_h8,air_quality_d27_h9,0.8,temporal,negative,657
light_d27_h9,light_d27_h10,0.8,temporal,neutral,658
humidity_d27_h9,humidity_d27_h10,0.8,temporal,neutral,658
nutrients_d27_h9,nutrients_d27_h10,0.8,temporal,neutral,658
air_quality_d27_h9,air_quality_d27_h10,0.8,temporal,neutral,658
light_d27_h10,light_d27_h11,0.8,temporal,neutral,659
humidity_d27_h10,humidity_d27_h11,0.8,temporal,neutral,659
nutrients_d27_h10,nutrients_d27_h11,0.8,temporal,neutral,659
air_quality_d27_h10,air_quality_d27_h11,0.8,temporal,neutral,659
light_d27_h11,light_d27_h12,0.8,temporal,neutral,660
humidity_d27_h11,humidity_d27_h12,0.8,temporal,neutral,660
nutrients_d27_h11,nutrients_d27_h12,0.8,temporal,positive,660
air_quality_d27_h11,air_quality_d27_h12,0.8,temporal,positive,660
light_d27_h12,light_d27_h13,0.8,temporal,neutral,661
humidity_d27_h12,humidity_d27_h13,0.8,temporal,neutral,661
nutrients_d27_h12,nutrients_d27_h13,0.8,temporal,positive,661
air_quality_d27_h12,air_quality_d27_h13,0.8,temporal,positive,661
light_d27_h13,light_d27_h14,0.8,temporal,neutral,662
humidity_d27_h13,humidity_d27_h14,0.8,temporal,neutral,662
nutrients_d27_h13,nutrients_d27_h14,0.8,temporal,positive,662
air_quality_d27_h13,air_quality_d27_h14,0.8,temporal,positive,662
light_d27_h14,light_d27_h15,0.8,temporal,neutral,663
humidity_d27_h14,humidity_d27_h15,0.8,temporal,neutral,663
nutrients_d27_h14,nutrients_d27_h15,0.8,temporal,positive,663
air_quality_d27_h14,air_quality_d27_h15,0.8,temporal,neutral,663
light_d27_h15,light_d27_h16,0.8,temporal,neutral,664
humidity_d27_h15,humidity_d27_h16,0.8,temporal,neutral,664
nutrients_d27_h15,nutrients_d27_h16,0.8,temporal,neutral,664
air_quality_d27_h15,air_quality_d27_h16,0.8,temporal,positive,664
light_d27_h16,light_d27_h17,0.8,temporal,neutral,665
humidity_d27_h16,humidity_d27_h17,0.8,temporal,positive,665
nutrients_d27_h16,nutrients_d27_h17,0.8,temporal,positive,665
air_quality_d27_h16,air_quality_d27_h17,0.8,temporal,neutral,665
light_d27_h17,light_d27_h18,0.8,temporal,neutral,666
humidity_d27_h17,humidity_d27_h18,0.8,temporal,neutral,666
nutrients_d27_h17,nutrients_d27_h18,0.8,temporal,neutral,666
air_quality_d27_h17,air_quality_d27_h18,0.8,temporal,neutral,666
light_d27_h18,light_d27_h19,0.8,temporal,negative,667
humidity_d27_h18,humidity_d27_h19,0.8,temporal,neutral,667
nutrients_d27_h18,nutrients_d27_h19,0.8,temporal,positive,667
air_quality_d27_h18,air_quality_d27_h19,0.8,temporal,positive,667
light_d27_h19,light_d27_h20,0.8,temporal,negative,668
humidity_d27_h19,humidity_d27_h20,0.8,temporal,neutral,668
nutrients_d27_h19,nutrients_d27_h20,0.8,temporal,neutral,668
air_quality_d27_h19,air_quality_d27_h20,0.8,temporal,positive,668
light_d27_h20,light_d27_h21,0.8,temporal,negative,669
humidity_d27_h20,humidity_d27_h21,0.8,temporal,neutral,669
nutrients_d27_h20,nutrients_d27_h21,0.8,temporal,neutral,669
air_quality_d27_h20,air_quality_d27_h21,0.8,temporal,neutral,669
light_d27_h21,light_d27_h22,0.8,temporal,negative,670
humidity_d27_h21,humidity_d27_h22,0.8,temporal,neutral,670
nutrients_d27_h21,nutrients_d27_h22,0.8,temporal,neutral,670
air_quality_d27_h21,air_quality_d27_h22,0.8,temporal,neutral,670
light_d27_h22,light_d27_h23,0.8,temporal,negative,671
humidity_d27_h22,humidity_d27_h23,0.8,temporal,neutral,671
nutrients_d27_h22,nutrients_d27_h23,0.8,temporal,positive,671
air_quality_d27_h22,air_quality_d27_h23,0.8,temporal,neutral,671
light_d27_h23,light_d28_h0,0.8,temporal,negative,672
humidity_d27_h23,humidity_d28_h0,0.8,temporal,neutral,672
nutrients_d27_h23,nutrients_d28_h0,0.8,temporal,positive,672
air_quality_d27_h23,air_quality_d28_h0,0.8,temporal,neutral,672
light_d28_h0,light_d28_h1,0.8,temporal,negative,673
humidity_d28_h0,humidity_d28_h1,0.8,temporal,neutral,673
nutrients_d28_h0,nutrients_d28_h1,0.8,temporal,neutral,673
air_quality_d28_h0,air_quality_d28_h1,0.8,temporal,neutral,673
light_d28_h1,light_d28_h2,0.8,temporal,negative,674
humidity_d28_h1,humidity_d28_h2,0.8,temporal,neutral,674
nutrients_d28_h1,nutrients_d28_h2,0.8,temporal,neutral,674
air_quality_d28_h1,air_quality_d28_h2,0.8,temporal,neutral,674
light_d28_h2,light_d28_h3,0.8,temporal,negative,675
humidity_d28_h2,humidity_d28_h3,0.8,temporal,neutral,675
nutrients_d28_h2,nutrients_d28_h3,0.8,temporal,neutral,675
air_quality_d28_h2,air_quality_d28_h3,0.8,temporal,neutral,675
light_d28_h3,light_d28_h4,0.8,temporal,negative,676
humidity_d28_h3,humidity_d28_h4,0.8,temporal,neutral,676
nutrients_d28_h3,nutrients_d28_h4,0.8,temporal,neutral,676
air_quality_d28_h3,air_quality_d28_h4,0.8,temporal,positive,676
light_d28_h4,light_d28_h5,0.8,temporal,negative,677
humidity_d28_h4,humidity_d28_h5,0.8,temporal,positive,677
nutrients_d28_h4,nutrients_d28_h5,0.8,temporal,positive,677
air_quality_d28_h4,air_quality_d28_h5,0.8,temporal,positive,677
light_d28_h5,light_d28_h6,0.8,temporal,neutral,678
humidity_d28_h5,humidity_d28_h6,0.8,temporal,neutral,678
nutrients_d28_h5,nutrients_d28_h6,0.8,temporal,neutral,678
air_quality_d28_h5,air_quality_d28_h6,0.8,temporal,positive,678
light_d28_h6,light_d28_h7,0.8,temporal,neutral,679
humidity_d28_h6,humidity_d28_h7,0.8,temporal,neutral,679
nutrients_d28_h6,nutrients_d28_h7,0.8,temporal,positive,679
air_quality_d28_h6,air_quality_d28_h7,0.8,temporal,neutral,679
light_d28_h7,light_d28_h8,0.8,temporal,neutral,680
humidity_d28_h7,humidity_d28_h8,0.8,temporal,neutral,680
nutrients_d28_h7,nutrients_d28_h8,0.8,temporal,positive,680
air_quality_d28_h7,air_quality_d28_h8,0.8,temporal,positive,680
light_d28_h8,light_d28_h9,0.8,temporal,neutral,681
humidity_d28_h8,humidity_d28_h9,0.8,temporal,neutral,681
nutrients_d28_h8,nutrients_d28_h9,0.8,temporal,neutral,681
air_quality_d28_h8,air_quality_d28_h9,0.8,temporal,neutral,681
light_d28_h9,light_d28_h10,0.8,temporal,neutral,682
humidity_d28_h9,humidity_d28_h10,0.8,temporal,neutral,682
nutrients_d28_h9,nutrients_d28_h10,0.8,temporal,neutral,682
air_quality_d28_h9,air_quality_d28_h10,0.8,temporal,neutral,682
light_d28_h10,light_d28_h11,0.8,temporal,neutral,683
humidity_d28_h10,humidity_d28_h11,0.8,temporal,neutral,683
nutrients_d28_h10,nutrients_d28_h11,0.8,temporal,positive,683
air_quality_d28_h10,air_quality_d28_h11,0.8,temporal,positive,683
light_d28_h11,light_d28_h12,0.8,temporal,neutral,684
humidity_d28_h11,humidity_d28_h12,0.8,temporal,neutral,684
nutrients_d28_h11,nutrients_d28_h12,0.8,temporal,positive,684
air_quality_d28_h11,air_quality_d28_h12,0.8,temporal,positive,684
light_d28_h12,light_d28_h13,0.8,temporal,neutral,685
humidity_d28_h12,humidity_d28_h13,0.8,temporal,neutral,685
nutrients_d28_h12,nutrients_d28_h13,0.8,temporal,neutral,685
air_quality_d28_h12,air_quality_d28_h13,0.8,temporal,positive,685
light_d28_h13,light_d28_h14,0.8,temporal,neutral,686
humidity_d28_h13,humidity_d28_h14,0.8,temporal,neutral,686
nutrients_d28_h13,nutrients_d28_h14,0.8,temporal,neutral,686
air_quality_d28_h13,air_quality_d28_h14,0.8,temporal,neutral,686
light_d28_h14,light_d28_h15,0.8,temporal,neutral,687
humidity_d28_h14,humidity_d28_h15,0.8,temporal,neutral,687
nutrients_d28_h14,nutrients_d28_h15,0.8,temporal,positive,687
air_quality_d28_h14,air_quality_d28_h15,0.8,temporal,neutral,687
light_d28_h15,light_d28_h16,0.8,temporal,neutral,688
humidity_d28_h15,humidity_d28_h16,0.8,temporal,neutral,688
nutrients_d28_h15,nutrients_d28_h16,0.8,temporal,neutral,688
air_quality_d28_h15,air_quality_d28_h16,0.8,temporal,positive,688
light_d28_h16,light_d28_h17,0.8,temporal,neutral,689
humidity_d28_h16,humidity_d28_h17,0.8,temporal,positive,689
nutrients_d28_h16,nutrients_d28_h17,0.8,temporal,positive,689
air_quality_d28_h16,air_quality_d28_h17,0.8,temporal,neutral,689
light_d28_h17,light_d28_h18,0.8,temporal,neutral,690
humidity_d28_h17,humidity_d28_h18,0.8,temporal,positive,690
nutrients_d28_h17,nutrients_d28_h18,0.8,temporal,positive,690
air_quality_d28_h17,air_quality_d28_h18,0.8,temporal,neutral,690
light_d28_h18,light_d28_h19,0.8,temporal,negative,691
humidity_d28_h18,humidity_d28_h19,0.8,temporal,positive,691
nutrients_d28_h18,nutrients_d28_h19,0.8,temporal,neutral,691
air_quality_d28_h18,air_quality_d28_h19,0.8,temporal,neutral,691
light_d28_h19,light_d28_h20,0.8,temporal,negative,692
humidity_d28_h19,humidity_d28_h20,0.8,temporal,neutral,692
nutrients_d28_h19,nutrients_d28_h20,0.8,temporal,positive,692
air_quality_d28_h19,air_quality_d28_h20,0.8,temporal,positive,692
light_d28_h20,light_d28_h21,0.8,temporal,negative,693
humidity_d28_h20,humidity_d28_h21,0.8,temporal,neutral,693
nutrients_d28_h20,nutrients_d28_h21,0.8,temporal,positive,693
air_quality_d28_h20,air_quality_d28_h21,0.8,temporal,neutral,693
light_d28_h21,light_d28_h22,0.8,temporal,negative,694
humidity_d28_h21,humidity_d28_h22,0.8,temporal,neutral,694
nutrients_d28_h21,nutrients_d28_h22,0.8,temporal,neutral,694
air_quality_d28_h21,air_quality_d28_h22,0.8,temporal,neutral,694
light_d28_h22,light_d28_h23,0.8,temporal,negative,695
humidity_d28_h22,humidity_d28_h23,0.8,temporal,neutral,695
nutrients_d28_h22,nutrients_d28_h23,0.8,temporal,positive,695
air_quality_d28_h22,air_quality_d28_h23,0.8,temporal,neutral,695
light_d28_h23,light_d29_h0,0.8,temporal,negative,696
humidity_d28_h23,humidity_d29_h0,0.8,temporal,neutral,696
nutrients_d28_h23,nutrients_d29_h0,0.8,temporal,positive,696
air_quality_d28_h23,air_quality_d29_h0,0.8,temporal,negative,696
light_d29_h0,light_d29_h1,0.8,temporal,negative,697
humidity_d29_h0,humidity_d29_h1,0.8,temporal,neutral,697
nutrients_d29_h0,nutrients_d29_h1,0.8,temporal,neutral,697
air_quality_d29_h0,air_quality_d29_h1,0.8,temporal,positive,697
light_d29_h1,light_d29_h2,0.8,temporal,negative,698
humidity_d29_h1,humidity_d29_h2,0.8,temporal,neutral,698
nutrients_d29_h1,nutrients_d29_h2,0.8,temporal,neutral,698
air_quality_d29_h1,air_quality_d29_h2,0.8,temporal,neutral,698
light_d29_h2,light_d29_h3,0.8,temporal,negative,699
humidity_d29_h2,humidity_d29_h3,0.8,temporal,neutral,699
nutrients_d29_h2,nutrients_d29_h3,0.8,temporal,neutral,699
air_quality_d29_h2,air_quality_d29_h3,0.8,temporal,neutral,699
light_d29_h3,light_d29_h4,0.8,temporal,negative,700
humidity_d29_h3,humidity_d29_h4,0.8,temporal,neutral,700
nutrients_d29_h3,nutrients_d29_h4,0.8,temporal,positive,700
air_quality_d29_h3,air_quality_d29_h4,0.8,temporal,positive,700
light_d29_h4,light_d29_h5,0.8,temporal,negative,701
humidity_d29_h4,humidity_d29_h5,0.8,temporal,positive,701
nutrients_d29_h4,nutrients_d29_h5,0.8,temporal,neutral,701
air_quality_d29_h4,air_quality_d29_h5,0.8,temporal,positive,701
light_d29_h5,light_d29_h6,0.8,temporal,neutral,702
humidity_d29_h5,humidity_d29_h6,0.8,temporal,positive,702
nutrients_d29_h5,nutrients_d29_h6,0.8,temporal,positive,702
air_quality_d29_h5,air_quality_d29_h6,0.8,temporal,neutral,702
light_d29_h6,light_d29_h7,0.8,temporal,neutral,703
humidity_d29_h6,humidity_d29_h7,0.8,temporal,positive,703
nutrients_d29_h6,nutrients_d29_h7,0.8,temporal,positive,703
air_quality_d29_h6,air_quality_d29_h7,0.8,temporal,positive,703
light_d29_h7,light_d29_h8,0.8,temporal,neutral,704
humidity_d29_h7,humidity_d29_h8,0.8,temporal,neutral,704
nutrients_d29_h7,nutrients_d29_h8,0.8,temporal,neutral,704
air_quality_d29_h7,air_quality_d29_h8,0.8,temporal,positive,704
light_d29_h8,light_d29_h9,0.8,temporal,neutral,705
humidity_d29_h8,humidity_d29_h9,0.8,temporal,neutral,705
nutrients_d29_h8,nutrients_d29_h9,0.8,temporal,neutral,705
air_quality_d29_h8,air_quality_d29_h9,0.8,temporal,neutral,705
light_d29_h9,light_d29_h10,0.8,temporal,neutral,706
humidity_d29_h9,humidity_d29_h10,0.8,temporal,neutral,706
nutrients_d29_h9,nutrients_d29_h10,0.8,temporal,neutral,706
air_quality_d29_h9,air_quality_d29_h10,0.8,temporal,positive,706
light_d29_h10,light_d29_h11,0.8,temporal,neutral,707
humidity_d29_h10,humidity_d29_h11,0.8,temporal,neutral,707
nutrients_d29_h10,nutrients_d29_h11,0.8,temporal,positive,707
air_quality_d29_h10,air_quality_d29_h11,0.8,temporal,positive,707
light_d29_h11,light_d29_h12,0.8,temporal,neutral,708
humidity_d29_h11,humidity_d29_h12,0.8,temporal,neutral,708
nutrients_d29_h11,nutrients_d29_h12,0.8,temporal,neutral,708
air_quality_d29_h11,air_quality_d29_h12,0.8,temporal,positive,708
light_d29_h12,light_d29_h13,0.8,temporal,neutral,709
humidity_d29_h12,humidity_d29_h13,0.8,temporal,neutral,709
nutrients_d29_h12,nutrients_d29_h13,0.8,temporal,positive,709
air_quality_d29_h12,air_quality_d29_h13,0.8,temporal,positive,709
light_d29_h13,light_d29_h14,0.8,temporal,neutral,710
humidity_d29_h13,humidity_d29_h14,0.8,temporal,neutral,710
nutrients_d29_h13,nutrients_d29_h14,0.8,temporal,positive,710
air_quality_d29_h13,air_quality_d29_h14,0.8,temporal,neutral,710
light_d29_h14,light_d29_h15,0.8,temporal,neutral,711
humidity_d29_h14,humidity_d29_h15,0.8,temporal,neutral,711
nutrients_d29_h14,nutrients_d29_h15,0.8,temporal,neutral,711
air_quality_d29_h14,air_quality_d29_h15,0.8,temporal,neutral,711
light_d29_h15,light_d29_h16,0.8,temporal,neutral,712
humidity_d29_h15,humidity_d29_h16,0.8,temporal,neutral,712
nutrients_d29_h15,nutrients_d29_h16,0.8,temporal,neutral,712
air_quality_d29_h15,air_quality_d29_h16,0.8,temporal,positive,712
light_d29_h16,light_d29_h17,0.8,temporal,neutral,713
humidity_d29_h16,humidity_d29_h17,0.8,temporal,positive,713
nutrients_d29_h16,nutrients_d29_h17,0.8,temporal,positive,713
air_quality_d29_h16,air_quality_d29_h17,0.8,temporal,positive,713
light_d29_h17,light_d29_h18,0.8,temporal,neutral,714
humidity_d29_h17,humidity_d29_h18,0.8,temporal,positive,714
nutrients_d29_h17,nutrients_d29_h18,0.8,temporal,positive,714
air_quality_d29_h17,air_quality_d29_h18,0.8,temporal,negative,714
light_d29_h18,light_d29_h19,0.8,temporal,negative,715
humidity_d29_h18,humidity_d29_h19,0.8,temporal,neutral,715
nutrients_d29_h18,nutrients_d29_h19,0.8,temporal,neutral,715
air_quality_d29_h18,air_quality_d29_h19,0.8,temporal,neutral,715
light_d29_h19,light_d29_h20,0.8,temporal,negative,716
humidity_d29_h19,humidity_d29_h20,0.8,temporal,positive,716
nutrients_d29_h19,nutrients_d29_h20,0.8,temporal,neutral,716
air_quality_d29_h19,air_quality_d29_h20,0.8,temporal,positive,716
